央视频道,#genre#
CCTV13,http://111.12.102.79:6610/PLTV/77777777/224/3221225787/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV14,https://itv.ahcme.edu.cn/hls/cctv14hd.m3u8
CCTV14,https://itv.ahcme.edu.cn/hls/jlu_cctv14hd.m3u8
CCTV14,https://itv.ahcme.edu.cn/hls/hls140.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV17,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225909/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225766/index.m3u8
CCTV1,http://117.148.187.58/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221229818/index.m3u8
CCTV1,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230713/01.m3u8?fmt=ts2hls
CCTV2,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230716/01.m3u8?fmt=ts2hls
CCTV3,http://117.148.187.42/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230740/index.m3u8
CCTV4,http://117.148.187.114/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221229749/01.m3u8?fmt=ts2hls
CCTV5,http://117.148.187.81/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228645/index.m3u8
CCTV5,http://117.148.187.78/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228965/01.m3u8?fmt=ts2hls
CCTV5,http://39.134.176.161/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221229791/01.m3u8?fmt=ts2hls
CCTV5,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230734/index.m3u8
CCTV6,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230685/index.m3u8
CCTV7,http://117.148.187.58/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228507/01.m3u8?fmt=ts2hls
CCTV8,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230737/index.m3u8
CCTV9,http://117.148.187.94/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228342/01.m3u8?fmt=ts2hls
CCTV10,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228513/01.m3u8?fmt=ts2hls
CCTV11,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228297/01.m3u8?fmt=ts2hls
CCTV12,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228485/01.m3u8?fmt=ts2hls
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.135.138.6:6610/PLTV/88888888/224/3221225638/2/index.m3u8?fmt=ts2hls
CCTV13,http://111.12.102.79:6610/PLTV/77777777/224/3221225787/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV14,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230701/01.m3u8?fmt=ts2hls
CCTV15,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221230658/01.m3u8?fmt=ts2hls
CCTV17,http://117.148.187.102/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221229765/index.m3u8
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV1HD_7000#http://wx.tt1008.top/gd.php?id=CCTV1HD_7000
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV2HD_7000#http://wx.tt1008.top/gd.php?id=CCTV2HD_7000
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV3HD_7000#http://wx.tt1008.top/gd.php?id=CCTV3HD_7000
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV-4HD_7500#http://wx.tt1008.top/gd.php?id=CCTV-4HD_7500
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV5HD_7000#http://wx.tt1008.top/gd.php?id=CCTV5HD_7000
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV6HD_7000#http://wx.tt1008.top/gd.php?id=CCTV6HD_7000
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV7HD_7000#http://wx.tt1008.top/gd.php?id=CCTV7HD_7000
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV8HD_7000#http://wx.tt1008.top/gd.php?id=CCTV8HD_7000
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV9HD_7000#http://wx.tt1008.top/gd.php?id=CCTV9HD_7000
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV10HD_7000#http://wx.tt1008.top/gd.php?id=CCTV10HD_7000
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV-11HD_7500#http://wx.tt1008.top/gd.php?id=CCTV-11HD_7500
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV12HD_7000#http://wx.tt1008.top/gd.php?id=CCTV12HD_7000
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=yueyuHD_7000#http://wx.tt1008.top/gd.php?id=yueyuHD_7000
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV14HD_7000#http://wx.tt1008.top/gd.php?id=CCTV14HD_7000
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV-15HD_7500#http://wx.tt1008.top/gd.php?id=CCTV-15HD_7500
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://hlgzs.icu/php/jsgdtv.php?id=CCTV17HD_7500#http://wx.tt1008.top/gd.php?id=CCTV17HD_7500
CCTV5+,http://39.134.176.253/PLTV/88888888/224/3221226166/index.m3u8
CCTV5+,http://117.148.187.102/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221228822/index.m3u8
CCTV5+,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221229684/01.m3u8?fmt=ts2hls
CCTV4K,http://117.148.187.56/hwltc.tv.cdn.zj.chinamobile.com/TVOD/88888888/224/3221229373/01.m3u8?fmt=ts2hls
CCTV1,http://39.134.176.253/PLTV/88888888/224/3221226527/index.m3u8
CCTV2,http://39.134.176.253/PLTV/88888888/224/3221226468/index.m3u8
CCTV3,http://39.134.176.253/PLTV/88888888/224/3221226431/index.m3u8
CCTV4,http://39.134.176.253/PLTV/88888888/224/3221226171/index.m3u8
CCTV5,http://39.134.176.253/PLTV/88888888/224/3221226400/index.m3u8
CCTV6,http://39.134.176.253/PLTV/88888888/224/3221226487/index.m3u8
CCTV7,http://39.134.176.253/PLTV/88888888/224/3221226122/index.m3u8
CCTV8,http://39.134.176.253/PLTV/88888888/224/3221226330/index.m3u8
CCTV9,http://39.134.176.253/PLTV/88888888/224/3221226561/index.m3u8
CCTV10,http://39.134.176.253/PLTV/88888888/224/3221226199/index.m3u8
CCTV11,http://39.134.176.253/PLTV/88888888/224/3221226219/index.m3u8
CCTV13,http://39.134.176.253/PLTV/88888888/224/3221226193/index.m3u8
CCTV14,http://39.134.176.253/PLTV/88888888/224/3221226126/index.m3u8
CCTV15,http://39.134.176.253/PLTV/88888888/224/3221226112/index.m3u8
CCTV1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226226/1.m3u8
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8
CCTV3,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8
CCTV5,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV5+,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8
CCTV6,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8
CCTV7,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8
CCTV8,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8
CCTV9,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226236/1.m3u8
CCTV10,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226227/1.m3u8
CCTV11,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226334/1.m3u8
CCTV14,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226229/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8
CCTV15,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226460/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV17,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
CCTV1,http://117.136.154.98/PLTV/88888888/224/3221225499/index.m3u8
CCTV1,http://117.136.154.98/PLTV/88888888/224/3221225663/index.m3u8
CCTV1,http://117.136.154.98/PLTV/88888888/224/3221225764/index.m3u8
CCTV2,http://117.136.154.98/PLTV/88888888/224/3221225502/index.m3u8
CCTV4,http://117.136.154.86/PLTV/88888888/224/3221225501/index.m3u8
CCTV5,http://117.136.154.98/PLTV/88888888/224/3221225780/index.m3u8
CCTV5+,http://117.136.154.98/PLTV/88888888/224/3221225512/index.m3u8
CCTV7,http://117.136.154.68/PLTV/88888888/224/3221225504/index.m3u8
CCTV9,http://117.136.154.98/PLTV/88888888/224/3221225507/index.m3u8
CCTV10,http://117.136.154.68/PLTV/88888888/224/3221225693/index.m3u8
CCTV10,http://117.136.154.98/PLTV/88888888/224/3221225503/index.m3u8
CCTV11,http://117.136.154.98/PLTV/88888888/224/3221225506/index.m3u8
CCTV14,http://117.136.154.68/PLTV/88888888/224/3221225509/index.m3u8
CCTV14,http://117.136.154.86/PLTV/88888888/224/3221225678/index.m3u8
CCTV15,http://117.136.154.86/PLTV/88888888/224/3221225508/index.m3u8
CCTV17,http://117.136.154.98/PLTV/88888888/224/3221225706/index.m3u8
CCTV1,http://112.17.40.145/PLTV/88888888/224/3221226154/index.m3u8
CCTV1,http://112.17.40.145/PLTV/88888888/224/3221226527/index.m3u8
CCTV1,http://112.17.40.145/PLTV/88888888/224/3221226541/index.m3u8
CCTV1,http://112.17.40.145/PLTV/88888888/224/3221226589/index.m3u8
CCTV2,http://112.17.40.145/PLTV/88888888/224/3221226138/index.m3u8
CCTV2,http://112.17.40.145/PLTV/88888888/224/3221226468/index.m3u8
CCTV3,http://112.17.40.145/PLTV/88888888/224/3221226431/index.m3u8
CCTV3,http://112.17.40.145/PLTV/88888888/224/3221226485/index.m3u8
CCTV6,http://112.17.40.145/PLTV/88888888/224/3221226487/index.m3u8
CCTV6,http://112.17.40.145/PLTV/88888888/224/3221226433/index.m3u8
CCTV7,http://112.17.40.145/PLTV/88888888/224/3221226122/index.m3u8
CCTV7,http://112.17.40.145/PLTV/88888888/224/3221226470/index.m3u8
CCTV8,http://112.17.40.145/PLTV/88888888/224/3221226330/index.m3u8
CCTV8,http://112.17.40.145/PLTV/88888888/224/3221226493/index.m3u8
CCTV9,http://112.17.40.145/PLTV/88888888/224/3221226561/index.m3u8
CCTV9,http://112.17.40.145/PLTV/88888888/224/3221226156/index.m3u8
CCTV10,http://112.17.40.145/PLTV/88888888/224/3221226199/index.m3u8
CCTV10,http://112.17.40.145/PLTV/88888888/224/3221226472/index.m3u8
CCTV11,http://112.17.40.145/PLTV/88888888/224/3221226749/index.m3u8
CCTV14,http://112.17.40.145/PLTV/88888888/224/3221226126/index.m3u8
CCTV14,http://112.17.40.145/PLTV/88888888/224/3221226565/index.m3u8
CCTV1,rtmp://lives.jnnews.tv/video/s10001-CCTV-1#http://live.ngcz.tv/cctv1/sd/live.m3u8#http://39.134.176.148/PLTV/88888888/224/3221226527/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226527/index.m3u8
CCTV2,http://39.134.176.148/PLTV/88888888/224/3221226468/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226468/index.m3u8
CCTV4,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1#http://112.17.40.140/PLTV/88888888/224/3221226171/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226171/index.m3u8
CCTV5,http://39.134.176.148/PLTV/88888888/224/3221226562/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226562/index.m3u8
CCTV5+,http://39.134.176.148/PLTV/88888888/224/3221226166/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226166/index.m3u8
CCTV6,http://39.134.176.148/PLTV/88888888/224/3221226433/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226433/index.m3u8
CCTV7,http://112.17.40.141/PLTV/88888888/224/3221226470/index.m3u8#http://112.17.40.141/PLTV/88888888/224/3221226470/index.m3u8
CCTV8,http://39.134.176.148/PLTV/88888888/224/3221226493/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226493/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com:80/PLTV/88888888/224/3221225734/index.m3u8#http://39.134.176.148/PLTV/88888888/224/3221226561/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226561/index.m3u8
CCTV10,http://39.134.176.148/PLTV/88888888/224/3221226472/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226472/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com:80/PLTV/88888888/224/3221225597/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226219/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226219/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://ottrrs.hl.chinamobile.com:80/PLTV/88888888/224/3221225599/index.m3u8#http://39.134.176.148/PLTV/88888888/224/3221226417/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226417/index.m3u8
CCTV14,http://39.134.176.148/PLTV/88888888/224/3221226565/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226565/index.m3u8
CCTV3,http://39.134.176.148/PLTV/88888888/224/3221226485/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226485/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com:80/PLTV/88888888/224/3221225601/index.m3u8#http://39.134.176.148/PLTV/88888888/224/3221226112/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226112/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com:80/PLTV/88888888/224/3221225765/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
CCTV1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226226/1.m3u8
CCTV1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8
CCTV1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
CCTV3,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8
CCTV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8
CCTV5,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV6,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8
CCTV7,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8
CCTV7,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8
CCTV8,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8
CCTV9,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226236/1.m3u8
CCTV9,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
CCTV10,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226227/1.m3u8
CCTV10,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8
CCTV11,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226334/1.m3u8
CCTV11,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8
CCTV12,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226228/1.m3u8
CCTV12,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8
CCTV13,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8
CCTV14,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226229/1.m3u8
CCTV14,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8
CCTV15,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV15,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226460/1.m3u8
CCTV17,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
CCTV17,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8
CCTV5+,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8
CCTV5+,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8
CCTV5+,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8
CCTV1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226226/1.m3u8$北京移动ott
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8$陕西移动12M
CCTV1,http://140.207.241.2:8080/live/program/live/cctv1hd/4000000/mnf.m3u8
CCTV1,http://121.31.30.90:8085/ysten-business/live/cctv-1/yst.m3u8
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8$北京移动HD1
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8$北京移动CQ1
CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8$北京移动CQ2
CCTV3,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8$北京移动
CCTV3,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-3/1.m3u8
CCTV3,http://140.207.241.2:8080/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8$北京移动2
CCTV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8$北京移动3
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8$陕西移动3M
